fog_nodes,iot_tasks,cpu_limit,algorithm,fog_energy,cloud_energy,energy_saved_percent,qos_satisfaction,throughput
80,1089,283,Bin Packing,490.97,579.88,15.33,65.22,13.61
91,1407,166,Round Robin,140.14,335.09,58.18,66.75,15.46
19,1537,116,Round Robin,275.73,476.32,42.11,67.91,80.89
96,1132,482,QoS Aware Heuristic,490.95,645.55,23.95,90.96,11.79
70,1062,467,FCFS,251.83,397.52,36.65,77.87,15.17
36,226,415,Round Robin,395.82,507.18,21.96,78.8,6.28
91,112,596,Reinforcement Learning,112.16,244.89,54.2,85.77,1.23
67,1007,907,FCFS,377.93,552.52,31.6,89.16,15.03
90,1052,820,QoS Aware Heuristic,473.85,585.76,19.11,60.14,11.69
55,610,444,Bin Packing,253.08,498.79,49.26,94.27,11.09
29,1380,652,QoS Aware Heuristic,108.52,335.78,67.68,99.54,47.59
62,1319,572,FCFS,111.16,228.49,51.35,64.87,21.27
67,1362,214,Bin Packing,456.81,531.17,14.0,86.04,20.33
66,1871,199,Reinforcement Learning,389.01,439.06,11.4,60.1,28.35
26,1004,984,Bin Packing,142.67,341.85,58.27,61.96,38.62
62,1405,537,Bin Packing,121.84,224.68,45.77,71.4,22.66
62,1600,444,Reinforcement Learning,421.93,475.08,11.19,93.86,25.81
90,899,448,Round Robin,423.94,563.71,24.79,86.1,9.99
53,1328,238,Round Robin,148.21,438.71,66.22,77.83,25.06
56,653,927,Bin Packing,220.61,443.1,50.21,77.54,11.66
46,1583,423,Bin Packing,412.01,676.45,39.09,78.64,34.41
74,1864,945,QoS Aware Heuristic,310.16,396.34,21.74,72.44,25.19
19,1791,401,Round Robin,482.63,550.95,12.4,95.11,94.26
58,655,393,Reinforcement Learning,292.43,345.31,15.31,82.71,11.29
64,1810,628,Bin Packing,370.78,659.7,43.8,79.36,28.28
12,1886,933,Bin Packing,303.91,428.96,29.15,78.6,157.17
57,879,391,QoS Aware Heuristic,477.19,642.07,25.68,97.43,15.42
64,1536,173,QoS Aware Heuristic,259.46,408.09,36.42,88.95,24.0
9,1272,874,QoS Aware Heuristic,191.92,424.53,54.79,65.79,141.33
72,1344,583,FCFS,230.65,358.14,35.6,77.48,18.67
10,795,115,Reinforcement Learning,441.11,624.97,29.42,71.53,79.5
98,607,625,FCFS,299.18,598.08,49.98,99.47,6.19
51,113,435,Bin Packing,241.7,402.72,39.98,76.62,2.22
59,1303,892,QoS Aware Heuristic,317.7,505.52,37.15,62.71,22.08
44,991,972,QoS Aware Heuristic,153.29,328.92,53.4,76.45,22.52
56,298,615,QoS Aware Heuristic,102.14,352.94,71.06,72.85,5.32
20,1319,226,Round Robin,212.23,328.94,35.48,83.98,65.95
17,989,923,Reinforcement Learning,342.0,434.61,21.31,69.04,58.18
34,1660,617,FCFS,384.67,623.19,38.27,61.44,48.82
23,206,228,Reinforcement Learning,430.64,584.54,26.33,63.84,8.96
21,784,610,QoS Aware Heuristic,470.67,749.1,37.17,71.33,37.33
67,1775,522,Bin Packing,264.84,475.88,44.35,73.93,26.49
23,1034,484,Round Robin,396.21,587.3,32.54,93.38,44.96
96,1637,982,Reinforcement Learning,129.87,197.48,34.24,70.8,17.05
62,1161,331,Bin Packing,123.01,355.61,65.41,61.26,18.73
59,1386,924,QoS Aware Heuristic,149.92,371.43,59.64,91.23,23.49
94,1924,294,QoS Aware Heuristic,279.43,489.45,42.91,94.76,20.47
94,1139,164,QoS Aware Heuristic,184.51,301.49,38.8,79.69,12.12
66,711,932,QoS Aware Heuristic,214.77,501.45,57.17,71.4,10.77
27,1093,714,Round Robin,359.15,489.56,26.64,90.89,40.48
13,82,376,Round Robin,243.41,331.47,26.57,60.36,6.31
16,1913,769,Reinforcement Learning,322.95,619.75,47.89,96.96,119.56
5,1866,323,QoS Aware Heuristic,264.96,501.52,47.17,94.62,373.2
62,607,900,Round Robin,167.59,321.29,47.84,81.79,9.79
5,122,377,Bin Packing,129.61,413.59,68.66,71.1,24.4
38,1939,793,Round Robin,194.49,267.27,27.23,61.31,51.03
52,874,465,Round Robin,123.08,195.0,36.88,99.99,16.81
93,1416,615,Reinforcement Learning,347.44,568.05,38.84,90.48,15.23
5,1206,314,Round Robin,418.29,512.78,18.43,73.55,241.2
20,1128,538,Bin Packing,235.9,515.18,54.21,60.77,56.4
65,110,527,QoS Aware Heuristic,254.84,514.93,50.51,85.57,1.69
68,1930,828,FCFS,426.48,553.07,22.89,99.48,28.38
67,1593,495,Reinforcement Learning,189.05,461.26,59.01,88.28,23.78
73,321,308,Bin Packing,147.66,208.38,29.14,63.35,4.4
26,295,600,Reinforcement Learning,300.45,487.61,38.38,76.09,11.35
97,1249,562,QoS Aware Heuristic,358.48,642.37,44.19,64.37,12.88
71,677,685,Round Robin,339.86,603.71,43.7,96.49,9.54
80,1390,326,Round Robin,385.55,524.57,26.5,73.22,17.38
30,1856,474,Bin Packing,122.7,218.42,43.82,89.34,61.87
20,754,599,QoS Aware Heuristic,271.28,373.92,27.45,63.39,37.7
55,711,192,FCFS,195.43,374.06,47.75,65.14,12.93
90,1204,559,FCFS,403.65,602.84,33.04,87.18,13.38
61,1175,676,Round Robin,449.09,507.29,11.47,93.74,19.26
33,359,420,QoS Aware Heuristic,212.53,365.92,41.92,68.06,10.88
82,1855,109,QoS Aware Heuristic,138.09,395.69,65.1,76.73,22.62
96,1365,402,Bin Packing,201.37,362.45,44.44,84.78,14.22
73,1795,421,FCFS,141.6,233.89,39.46,91.85,24.59
51,544,916,Bin Packing,228.97,517.69,55.77,85.13,10.67
98,1434,555,Reinforcement Learning,315.28,431.85,26.99,63.82,14.63
66,387,377,QoS Aware Heuristic,489.47,739.08,33.77,81.71,5.86
73,628,697,FCFS,259.75,358.2,27.48,95.38,8.6
80,59,637,Bin Packing,188.02,343.81,45.31,94.72,0.74
20,98,829,Round Robin,166.72,339.33,50.87,83.4,4.9
94,1560,492,Reinforcement Learning,169.22,344.38,50.86,99.83,16.6
94,672,194,Bin Packing,177.04,356.16,50.29,64.2,7.15
52,1394,855,Round Robin,404.91,511.15,20.78,79.14,26.81
89,780,206,FCFS,124.41,303.39,58.99,91.0,8.76
43,1642,489,FCFS,498.96,669.39,25.46,65.64,38.19
37,844,859,Reinforcement Learning,309.07,411.25,24.85,98.91,22.81
98,1020,625,Round Robin,317.71,614.76,48.32,74.16,10.41
27,1698,772,QoS Aware Heuristic,243.03,509.42,52.29,74.01,62.89
14,182,170,FCFS,376.1,647.99,41.96,68.53,13.0
73,1656,763,QoS Aware Heuristic,288.58,509.97,43.41,71.52,22.68
38,132,686,QoS Aware Heuristic,231.62,321.59,27.98,83.1,3.47
56,106,475,Bin Packing,206.06,398.08,48.24,77.17,1.89
99,425,826,Bin Packing,470.26,725.62,35.19,67.74,4.29
14,398,467,FCFS,216.4,276.08,21.62,92.37,28.43
23,320,150,QoS Aware Heuristic,274.56,448.52,38.79,62.49,13.91
62,1556,997,Bin Packing,240.14,389.17,38.29,93.39,25.1
5,160,242,Round Robin,134.47,237.5,43.38,71.0,32.0
73,918,518,Round Robin,174.37,318.93,45.33,79.84,12.58
8,936,647,Round Robin,175.8,471.67,62.73,75.24,117.0
20,125,599,Round Robin,377.46,608.27,37.95,82.82,6.25
28,1231,985,QoS Aware Heuristic,262.63,387.51,32.23,91.84,43.96
84,1605,266,Round Robin,412.79,614.13,32.78,99.57,19.11
6,1716,847,QoS Aware Heuristic,383.58,495.24,22.55,72.24,286.0
96,378,359,FCFS,176.82,379.53,53.41,82.15,3.94
36,171,291,FCFS,325.17,599.21,45.73,78.64,4.75
95,90,301,Round Robin,397.16,586.38,32.27,99.96,0.95
88,1240,873,Round Robin,353.22,586.55,39.78,92.36,14.09
28,971,284,Round Robin,340.01,503.34,32.45,75.88,34.68
16,691,257,FCFS,395.84,576.87,31.38,79.08,43.19
54,1096,857,Bin Packing,122.71,346.48,64.58,69.84,20.3
39,328,721,FCFS,392.57,645.67,39.2,90.21,8.41
37,812,198,Round Robin,209.06,423.92,50.68,93.81,21.95
37,518,340,Bin Packing,328.75,623.12,47.24,98.6,14.0
65,1473,590,Bin Packing,196.92,451.88,56.42,82.63,22.66
55,58,301,Reinforcement Learning,435.53,679.82,35.93,86.83,1.05
47,62,733,QoS Aware Heuristic,292.22,553.5,47.21,77.84,1.32
16,973,608,Round Robin,357.18,477.48,25.19,84.37,60.81
71,972,728,QoS Aware Heuristic,417.63,575.64,27.45,73.95,13.69
69,1892,195,Reinforcement Learning,458.13,649.25,29.44,89.51,27.42
37,1905,845,QoS Aware Heuristic,392.82,558.42,29.66,60.91,51.49
44,1125,589,Round Robin,159.51,421.37,62.14,61.14,25.57
78,1282,678,Reinforcement Learning,441.81,498.58,11.39,88.64,16.44
47,1623,987,QoS Aware Heuristic,347.43,449.72,22.75,97.23,34.53
48,1685,317,FCFS,343.78,614.21,44.03,85.29,35.1
33,1778,626,Bin Packing,468.54,533.32,12.15,89.06,53.88
17,1475,372,Reinforcement Learning,199.53,306.28,34.85,92.96,86.76
16,1264,318,FCFS,195.84,333.65,41.3,74.47,79.0
99,1124,885,Round Robin,305.28,542.97,43.78,64.32,11.35
50,1466,982,Bin Packing,400.35,590.4,32.19,97.32,29.32
6,702,758,Reinforcement Learning,278.9,567.55,50.86,97.54,117.0
39,1753,431,Bin Packing,353.56,460.53,23.23,77.67,44.95
91,1896,955,Reinforcement Learning,281.01,549.04,48.82,68.69,20.84
85,670,552,Reinforcement Learning,344.15,464.88,25.97,95.69,7.88
94,1792,251,QoS Aware Heuristic,428.9,540.27,20.61,88.34,19.06
12,1373,446,Bin Packing,172.19,346.78,50.35,60.33,114.42
97,1695,915,Bin Packing,378.15,445.95,15.2,64.31,17.47
30,245,513,FCFS,414.97,561.05,26.04,99.33,8.17
78,466,626,Round Robin,278.84,417.76,33.25,61.53,5.97
94,713,530,FCFS,229.29,319.32,28.19,71.3,7.59
38,1493,478,QoS Aware Heuristic,105.42,370.62,71.56,81.94,39.29
11,1828,994,Reinforcement Learning,418.84,565.31,25.91,67.37,166.18
72,1713,527,QoS Aware Heuristic,231.18,526.66,56.1,69.28,23.79
62,1690,965,QoS Aware Heuristic,242.92,517.85,53.09,74.12,27.26
79,1595,183,FCFS,234.4,333.1,29.63,70.78,20.19
33,1429,291,Reinforcement Learning,299.5,475.78,37.05,92.13,43.3
40,197,140,Round Robin,381.0,581.45,34.47,80.01,4.92
93,1050,963,QoS Aware Heuristic,408.75,663.49,38.39,71.14,11.29
25,1438,935,Round Robin,257.03,528.44,51.36,72.52,57.52
40,413,872,Reinforcement Learning,365.24,571.24,36.06,61.59,10.32
14,1725,408,Reinforcement Learning,388.27,447.05,13.15,61.98,123.21
77,1775,477,FCFS,218.77,389.09,43.77,88.72,23.05
28,451,235,Bin Packing,138.65,409.85,66.17,64.52,16.11
68,655,889,FCFS,457.87,686.39,33.29,79.03,9.63
53,1565,205,Round Robin,370.85,638.39,41.91,93.69,29.53
40,278,618,FCFS,359.24,577.76,37.82,74.74,6.95
86,1648,913,Reinforcement Learning,123.56,184.57,33.06,73.83,19.16
28,1925,641,QoS Aware Heuristic,427.15,719.15,40.6,94.92,68.75
27,586,225,Bin Packing,326.42,605.92,46.13,94.59,21.7
66,317,456,Reinforcement Learning,439.15,520.79,15.68,95.21,4.8
41,1478,499,QoS Aware Heuristic,489.82,567.99,13.76,82.88,36.05
16,1866,178,Round Robin,482.84,667.61,27.68,98.09,116.62
59,1084,488,Round Robin,442.44,681.7,35.1,92.76,18.37
17,1393,678,Round Robin,104.38,249.92,58.23,76.63,81.94
27,1786,634,FCFS,454.29,538.39,15.62,85.18,66.15
93,175,800,Round Robin,130.02,307.66,57.74,64.87,1.88
34,355,173,Round Robin,440.48,574.87,23.38,82.05,10.44
21,1775,104,FCFS,212.07,350.01,39.41,70.53,84.52
66,1584,562,QoS Aware Heuristic,344.03,555.28,38.04,71.34,24.0
88,1162,181,Reinforcement Learning,115.23,386.63,70.2,65.03,13.2
93,1428,636,Bin Packing,408.47,598.12,31.71,74.33,15.35
90,677,875,Round Robin,144.68,366.58,60.53,79.26,7.52
17,1425,504,Round Robin,264.28,479.27,44.86,84.01,83.82
63,738,613,Round Robin,426.98,614.77,30.55,72.19,11.71
23,1087,377,FCFS,378.14,505.83,25.24,91.69,47.26
53,1330,939,FCFS,102.42,246.87,58.51,80.84,25.09
16,1282,954,FCFS,261.21,390.14,33.05,85.52,80.12
65,330,323,Bin Packing,116.77,396.14,70.52,71.13,5.08
23,492,683,Reinforcement Learning,369.4,626.05,41.0,92.57,21.39
80,1913,167,Round Robin,487.58,682.42,28.55,84.97,23.91
13,886,419,QoS Aware Heuristic,362.1,640.16,43.44,94.49,68.15
75,438,705,Round Robin,189.75,461.35,58.87,66.4,5.84
32,666,118,Round Robin,242.09,524.01,53.8,75.23,20.81
82,1556,739,Round Robin,490.66,596.1,17.69,64.52,18.98
99,196,442,Round Robin,189.62,419.0,54.74,68.62,1.98
56,1352,693,Reinforcement Learning,324.61,526.92,38.39,75.78,24.14
87,570,865,QoS Aware Heuristic,260.18,493.64,47.29,95.78,6.55
20,679,832,FCFS,407.33,523.17,22.14,82.28,33.95
73,1679,442,QoS Aware Heuristic,446.96,670.66,33.36,73.22,23.0
16,483,196,Round Robin,236.33,388.79,39.21,89.88,30.19
29,193,151,QoS Aware Heuristic,364.16,622.68,41.52,60.79,6.66
56,338,274,Round Robin,319.62,568.46,43.77,74.8,6.04
89,1459,437,QoS Aware Heuristic,211.38,314.22,32.73,84.03,16.39
57,63,793,Bin Packing,208.78,304.74,31.49,83.33,1.11
27,306,452,QoS Aware Heuristic,315.45,544.88,42.11,84.3,11.33
20,1419,490,FCFS,161.6,349.22,53.73,68.46,70.95
61,1771,214,FCFS,424.32,613.62,30.85,73.48,29.03
43,1418,447,QoS Aware Heuristic,127.6,365.73,65.11,97.26,32.98
57,1473,100,QoS Aware Heuristic,137.83,401.57,65.68,98.96,25.84
46,1280,162,Reinforcement Learning,236.89,346.63,31.66,72.48,27.83
62,907,859,QoS Aware Heuristic,147.24,336.12,56.19,85.78,14.63
43,992,842,FCFS,290.28,547.52,46.98,69.65,23.07
18,1245,325,Bin Packing,259.87,528.07,50.79,74.74,69.17
99,513,522,FCFS,388.72,510.57,23.87,91.69,5.18
9,319,118,Reinforcement Learning,481.2,557.24,13.65,80.05,35.44
39,1294,130,QoS Aware Heuristic,401.42,509.63,21.23,93.98,33.18
91,1225,944,Bin Packing,171.78,458.15,62.51,85.15,13.46
97,672,732,FCFS,474.21,639.83,25.89,85.16,6.93
79,1256,123,Bin Packing,256.85,411.49,37.58,61.36,15.9
22,1472,936,Round Robin,289.68,342.95,15.53,89.99,66.91
80,1924,310,FCFS,268.63,331.38,18.94,99.11,24.05
13,121,260,Round Robin,212.22,429.39,50.58,78.92,9.31
78,1491,354,Bin Packing,458.02,655.48,30.12,66.34,19.12
62,1971,670,QoS Aware Heuristic,232.9,426.78,45.43,99.08,31.79
21,1356,213,QoS Aware Heuristic,331.44,409.02,18.97,71.61,64.57
11,123,603,QoS Aware Heuristic,196.01,334.03,41.32,76.37,11.18
50,404,771,Round Robin,418.95,672.04,37.66,63.09,8.08
17,1800,319,QoS Aware Heuristic,409.68,503.41,18.62,64.43,105.88
44,546,456,Reinforcement Learning,218.52,489.19,55.33,68.66,12.41
46,1401,268,FCFS,372.62,452.99,17.74,81.94,30.46
13,1037,623,FCFS,381.55,473.84,19.48,82.31,79.77
54,1608,341,Bin Packing,325.0,494.44,34.27,84.25,29.78
31,629,474,Round Robin,340.24,626.56,45.7,83.35,20.29
70,959,238,FCFS,329.78,462.17,28.65,79.81,13.7
9,1520,196,Round Robin,132.75,347.3,61.78,92.08,168.89
33,422,246,Bin Packing,368.11,565.28,34.88,97.36,12.79
41,411,281,QoS Aware Heuristic,287.91,375.32,23.29,70.79,10.02
42,142,156,Bin Packing,275.38,387.42,28.92,65.21,3.38
87,1394,141,Reinforcement Learning,444.0,726.54,38.89,77.0,16.02
12,373,965,QoS Aware Heuristic,109.29,205.5,46.82,61.06,31.08
69,433,810,QoS Aware Heuristic,200.53,424.28,52.74,95.33,6.28
90,624,642,QoS Aware Heuristic,148.56,439.73,66.22,69.59,6.93
21,785,791,Bin Packing,114.14,194.02,41.17,81.97,37.38
75,786,101,Reinforcement Learning,210.27,360.07,41.6,64.6,10.48
93,1954,387,Round Robin,495.39,601.37,17.62,82.13,21.01
49,395,237,Bin Packing,208.09,313.48,33.62,61.56,8.06
8,1922,716,FCFS,365.48,445.23,17.91,90.75,240.25
40,1176,611,FCFS,147.32,359.71,59.04,98.22,29.4
74,1288,829,Bin Packing,340.74,577.33,40.98,72.28,17.41
35,1265,321,Round Robin,493.79,712.99,30.74,70.33,36.14
23,1745,430,FCFS,216.74,497.9,56.47,77.92,75.87
65,1957,716,Round Robin,439.23,525.65,16.44,84.8,30.11
58,768,503,QoS Aware Heuristic,499.03,628.99,20.66,67.56,13.24
43,830,607,Bin Packing,335.42,471.56,28.87,92.13,19.3
95,1069,226,QoS Aware Heuristic,223.76,331.78,32.56,67.94,11.25
78,1267,364,FCFS,369.41,454.96,18.8,60.22,16.24
94,1453,811,Round Robin,437.94,609.62,28.16,80.97,15.46
23,1476,863,QoS Aware Heuristic,168.54,427.15,60.54,64.61,64.17
43,713,114,FCFS,281.01,569.64,50.67,87.93,16.58
71,1822,325,Reinforcement Learning,227.68,310.02,26.56,66.7,25.66
49,649,964,QoS Aware Heuristic,213.34,469.13,54.52,92.7,13.24
17,60,204,Reinforcement Learning,444.33,700.48,36.57,78.81,3.53
96,236,844,Reinforcement Learning,268.66,415.9,35.4,82.65,2.46
62,775,592,FCFS,235.63,313.14,24.75,67.46,12.5
24,1088,418,Bin Packing,341.4,638.9,46.56,65.87,45.33
96,827,318,Round Robin,187.76,401.66,53.25,85.25,8.61
76,1370,376,FCFS,191.96,487.51,60.62,70.22,18.03
65,460,872,QoS Aware Heuristic,308.12,479.03,35.68,75.44,7.08
43,1005,992,Round Robin,263.71,412.51,36.07,79.18,23.37
5,634,440,Bin Packing,217.99,329.79,33.9,69.19,126.8
7,1125,551,FCFS,121.58,417.47,70.88,91.82,160.71
81,1713,468,Bin Packing,308.31,421.62,26.87,97.58,21.15
96,1101,947,QoS Aware Heuristic,426.64,482.58,11.59,77.28,11.47
66,626,573,FCFS,440.55,618.67,28.79,96.7,9.48
67,1090,289,QoS Aware Heuristic,194.18,338.44,42.62,95.31,16.27
29,1424,983,Round Robin,339.86,455.21,25.34,66.64,49.1
60,1501,518,Round Robin,442.35,651.0,32.05,66.94,25.02
37,1723,809,Bin Packing,263.49,404.56,34.87,79.1,46.57
42,1904,964,Bin Packing,472.85,623.41,24.15,81.03,45.33
10,1302,888,Round Robin,461.19,516.95,10.79,73.65,130.2
62,1839,947,Reinforcement Learning,183.25,380.52,51.84,72.52,29.66
48,1038,594,Round Robin,203.59,284.11,28.34,77.25,21.62
49,1283,138,FCFS,172.18,275.63,37.53,87.62,26.18
36,1504,261,QoS Aware Heuristic,178.42,407.7,56.24,63.38,41.78
49,1367,220,Round Robin,463.14,591.45,21.69,88.42,27.9
65,792,991,Round Robin,472.46,563.26,16.12,97.05,12.18
51,1826,498,QoS Aware Heuristic,120.76,315.12,61.68,90.54,35.8
25,1655,361,QoS Aware Heuristic,337.44,441.17,23.51,67.67,66.2
84,1177,827,FCFS,325.69,443.43,26.55,63.5,14.01
89,253,923,QoS Aware Heuristic,256.22,461.55,44.49,79.62,2.84
79,1126,660,Bin Packing,352.68,587.65,39.98,98.26,14.25
40,1023,703,Round Robin,478.95,713.86,32.91,92.76,25.58
23,989,228,QoS Aware Heuristic,168.1,338.66,50.36,82.51,43.0
24,1448,932,FCFS,148.16,311.73,52.47,65.72,60.33
61,1915,639,QoS Aware Heuristic,113.36,360.27,68.53,88.55,31.39
22,1127,455,Round Robin,245.53,343.79,28.58,92.52,51.23
51,1349,759,Reinforcement Learning,235.05,323.1,27.25,97.4,26.45
53,1408,531,QoS Aware Heuristic,272.33,488.5,44.25,84.48,26.57
18,1104,939,Bin Packing,301.32,453.7,33.59,80.58,61.33
19,1208,164,Round Robin,403.13,630.63,36.08,84.77,63.58
35,1131,317,FCFS,256.85,371.0,30.77,97.73,32.31
5,154,662,Round Robin,232.25,363.47,36.1,85.13,30.8
58,1339,526,Reinforcement Learning,430.75,704.92,38.89,70.3,23.09
7,1595,916,FCFS,439.92,595.33,26.1,85.45,227.86
20,1569,173,Reinforcement Learning,193.11,390.85,50.59,95.19,78.45
91,302,559,Reinforcement Learning,225.87,302.54,25.34,82.68,3.32
61,344,524,Bin Packing,430.05,524.76,18.05,80.11,5.64
79,717,810,QoS Aware Heuristic,131.76,190.73,30.92,89.33,9.08
16,1231,291,Bin Packing,230.34,386.43,40.39,86.44,76.94
78,598,288,Bin Packing,279.34,576.57,51.55,62.27,7.67
20,680,111,Bin Packing,174.83,443.3,60.56,89.01,34.0
76,1140,338,FCFS,171.97,380.2,54.77,76.3,15.0
80,1827,971,QoS Aware Heuristic,269.94,535.21,49.56,97.64,22.84
28,348,692,QoS Aware Heuristic,401.81,600.35,33.07,98.83,12.43
32,1536,552,FCFS,436.09,578.28,24.59,77.95,48.0
12,1798,482,Bin Packing,491.69,585.08,15.96,98.75,149.83
96,1893,881,Bin Packing,129.59,342.85,62.2,72.43,19.72
40,150,901,Reinforcement Learning,186.67,284.93,34.49,87.31,3.75
94,1129,147,Reinforcement Learning,402.65,557.01,27.71,63.0,12.01
12,381,416,Round Robin,316.24,572.69,44.78,65.8,31.75
62,885,308,Reinforcement Learning,231.07,313.38,26.27,94.58,14.27
64,1824,646,QoS Aware Heuristic,182.24,264.5,31.1,95.75,28.5
54,442,218,FCFS,212.19,318.29,33.33,81.3,8.19
32,1816,676,Bin Packing,271.72,459.7,40.89,73.59,56.75
96,923,414,Round Robin,170.86,283.79,39.79,78.04,9.61
45,430,853,Reinforcement Learning,485.69,661.49,26.58,94.78,9.56
68,141,135,Round Robin,143.04,268.54,46.73,68.44,2.07
31,1864,562,FCFS,494.23,670.79,26.32,71.79,60.13
67,496,863,FCFS,436.76,556.17,21.47,91.42,7.4
21,158,854,Round Robin,269.26,564.26,52.28,97.41,7.52
77,366,653,Round Robin,395.93,569.11,30.43,63.72,4.75
37,1241,680,Round Robin,368.61,604.52,39.02,92.15,33.54
88,1885,502,Bin Packing,185.31,410.45,54.85,85.8,21.42
81,1993,206,QoS Aware Heuristic,235.63,408.27,42.29,69.23,24.6
96,1508,138,Reinforcement Learning,305.25,414.97,26.44,90.23,15.71
33,491,680,Reinforcement Learning,355.14,532.82,33.35,89.12,14.88
17,267,279,Reinforcement Learning,317.16,537.4,40.98,65.68,15.71
50,1295,111,Round Robin,289.19,454.17,36.33,80.09,25.9
39,722,438,Round Robin,277.26,347.74,20.27,90.33,18.51
10,1601,815,Round Robin,299.31,353.81,15.4,67.66,160.1
86,327,647,Bin Packing,273.74,405.71,32.53,78.51,3.8
73,1058,225,Bin Packing,316.53,404.09,21.67,64.83,14.49
51,618,162,Bin Packing,455.19,731.74,37.79,72.27,12.12
29,1647,943,Bin Packing,353.13,447.09,21.02,68.72,56.79
70,1059,181,FCFS,389.05,537.62,27.63,80.2,15.13
14,924,918,Bin Packing,338.99,567.01,40.21,65.65,66.0
60,515,398,Bin Packing,357.21,611.07,41.54,75.33,8.58
34,888,133,Bin Packing,331.34,500.77,33.83,71.01,26.12
9,803,851,Reinforcement Learning,110.75,206.03,46.25,89.84,89.22
37,1675,708,Reinforcement Learning,499.84,617.56,19.06,87.99,45.27
69,1657,148,Reinforcement Learning,113.44,268.18,57.7,63.8,24.01
22,887,757,QoS Aware Heuristic,258.06,399.21,35.36,98.14,40.32
53,79,736,FCFS,142.05,279.22,49.13,89.79,1.49
15,408,800,Round Robin,138.77,221.73,37.41,84.64,27.2
89,1992,156,Bin Packing,417.41,695.74,40.0,79.11,22.38
30,1361,960,Reinforcement Learning,270.37,327.81,17.52,67.12,45.37
67,135,208,FCFS,420.46,580.46,27.56,98.48,2.01
93,1307,616,Bin Packing,209.11,504.19,58.53,60.31,14.05
90,796,123,QoS Aware Heuristic,202.59,417.52,51.48,87.7,8.84
63,362,320,Round Robin,200.49,339.34,40.92,80.3,5.75
31,414,414,Bin Packing,346.46,432.98,19.98,96.1,13.35
53,1850,393,Round Robin,426.0,716.97,40.58,75.23,34.91
81,1872,109,Bin Packing,280.9,334.4,16.0,80.75,23.11
37,1912,776,QoS Aware Heuristic,251.7,472.05,46.68,89.69,51.68
5,954,580,FCFS,489.43,759.46,35.56,61.9,190.8
25,1342,826,Round Robin,146.7,202.99,27.73,62.18,53.68
59,747,737,Round Robin,294.65,525.94,43.98,68.47,12.66
10,180,366,FCFS,263.4,563.11,53.22,65.86,18.0
96,852,891,Round Robin,139.25,349.16,60.12,60.26,8.88
85,838,187,Reinforcement Learning,207.28,360.95,42.57,84.92,9.86
73,1905,554,FCFS,111.38,379.98,70.69,91.84,26.1
99,400,725,QoS Aware Heuristic,450.78,639.32,29.49,98.28,4.04
9,229,632,Bin Packing,343.14,580.5,40.89,77.64,25.44
7,1875,247,Bin Packing,426.01,622.95,31.61,71.19,267.86
57,1553,856,FCFS,308.62,368.19,16.18,94.56,27.25
27,1962,877,Reinforcement Learning,339.8,443.09,23.31,93.78,72.67
57,1236,828,QoS Aware Heuristic,380.34,450.03,15.49,84.99,21.68
41,1856,530,Bin Packing,463.2,539.87,14.2,70.93,45.27
78,1961,851,Bin Packing,136.7,190.55,28.26,96.34,25.14
78,1169,843,Reinforcement Learning,232.38,387.67,40.06,67.14,14.99
87,823,843,Round Robin,383.61,478.27,19.79,61.75,9.46
21,559,341,FCFS,483.34,747.26,35.32,91.86,26.62
89,414,801,Reinforcement Learning,492.32,729.83,32.54,82.55,4.65
82,1030,840,Reinforcement Learning,355.24,548.53,35.24,69.86,12.56
77,402,165,Reinforcement Learning,177.44,349.7,49.26,86.84,5.22
5,849,477,Reinforcement Learning,147.68,261.65,43.56,90.67,169.8
55,1509,487,Round Robin,478.42,647.16,26.07,93.78,27.44
49,1156,890,QoS Aware Heuristic,273.57,483.88,43.46,71.29,23.59
81,1298,880,Reinforcement Learning,177.93,423.49,57.98,61.02,16.02
8,461,308,Reinforcement Learning,473.56,543.98,12.95,80.4,57.62
66,784,514,FCFS,141.81,368.93,61.56,94.24,11.88
69,1030,115,Bin Packing,391.83,627.51,37.56,68.31,14.93
36,167,396,Round Robin,350.11,539.85,35.15,76.85,4.64
